Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Response Time Difference,Within Estimated Time,Time to Resolution (Days),Time to Resolution (Days,Estimated Time to Resolve (Minutes),Estimated Time to Resolve (Days)
In progress,2874,Medium,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-15 02:20:17,2023-08-17 02:20:17,2023-08-15 02:22:17,2023-08-15 02:21:49.921,Within SLA,0,SLA Violated,7.0,No Feedback,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639,-0.4513166666666667,True,,-1.0,2880.0,2.0
Resolved,2875,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-15 06:57:33,2023-08-16 06:57:33,2023-08-15 06:59:33,2023-08-15 06:58:38.259,Within SLA,2023-08-15 10:55:01.184,Within SLA,5.0,No Feedback,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,-0.91235,True,0.2,0.2,1440.0,1.0
Closed,2876,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-15 22:36:53,2023-08-17 22:36:53,2023-08-15 23:36:53,2023-08-15 23:16:03.298,Within SLA,2023-08-16 21:50:34.821,Within SLA,4.0,Good,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-20.828366666666668,True,1.0,1.0,2880.0,2.0
Resolved,2877,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-15 22:21:29,2023-08-17 22:21:29,2023-08-15 23:21:29,2023-08-15 23:08:49.061,Within SLA,2023-08-21 15:04:31.493,SLA Violated,1.0,No Feedback,Custom software development,Tier 1,Poland,52.536273,19.050639,-12.66565,True,5.7,5.7,2880.0,2.0
Closed,2878,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-08-15 02:33:23,2023-08-16 02:33:23,2023-08-15 02:35:23,2023-08-15 02:35:14.975,Within SLA,2023-08-20 08:28:01.281,SLA Violated,9.0,Very Poor,Other,Tier 2,Bulgaria,42.7249925,25.4833039,-0.13375,True,5.2,5.2,1440.0,1.0
Closed,2879,Low,Phone,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-15 22:12:35,2023-08-17 22:12:35,2023-08-15 22:14:35,2023-08-15 22:16:50.337,SLA Violated,2023-08-17 05:31:26.419,Within SLA,2.0,Average,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,2.2556166666666666,False,1.3,1.3,2880.0,2.0
Closed,2881,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-16 18:24:27,2023-08-18 18:24:27,2023-08-16 19:24:27,2023-08-16 18:31:12.449,Within SLA,2023-08-17 05:56:15.336,Within SLA,2.0,Excellent,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-53.24251666666667,True,0.5,0.5,2880.0,2.0
In progress,2883,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-16 02:17:56,2023-08-18 02:17:56,2023-08-16 03:17:56,2023-08-16 02:39:56.615,Within SLA,0,SLA Violated,2.0,No Feedback,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-37.98975,True,,-1.0,2880.0,2.0
In progress,2885,Medium,Email,Bug report,2nd line support,Michele Whyatt,2023-08-16 03:47:10,2023-08-18 03:47:10,2023-08-16 04:47:10,2023-08-16 04:30:31.019,Within SLA,0,SLA Violated,2.0,No Feedback,Training and Consulting Services,Tier 2,Slovenia,46.1491664,14.9860106,-16.649683333333332,True,,-1.0,2880.0,2.0
Resolved,2886,Low,Chat,Bug report,2nd line support,Heather Urry,2023-08-16 16:29:03,2023-08-17 16:29:03,2023-08-16 16:31:03,2023-08-16 16:30:12.126,Within SLA,2023-08-16 18:16:42.271,Within SLA,5.0,No Feedback,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-0.8479,True,0.1,0.1,1440.0,1.0
Closed,2887,High,Email,Feature request,2nd line support,Heather Urry,2023-08-17 05:41:13,2023-08-19 05:41:13,2023-08-17 06:41:13,2023-08-17 06:37:31.466,Within SLA,2023-08-18 18:18:39.260,Within SLA,9.0,Excellent,Other,Tier 2,Poland,52.536273,19.050639,-3.6922333333333333,True,1.5,1.5,2880.0,2.0
In progress,2888,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-17 10:40:47,2023-08-18 10:40:47,2023-08-17 10:42:47,2023-08-17 10:41:37.941,Within SLA,0,SLA Violated,6.0,No Feedback,Custom software development,Tier 1,Poland,52.536273,19.050639,-1.1509833333333332,True,,-1.0,1440.0,1.0
In progress,2889,Low,Chat,Feature request,1st line support,Nicola Wane,2023-08-17 15:50:32,2023-08-18 15:50:32,2023-08-17 15:52:32,2023-08-17 15:50:59.959,Within SLA,0,SLA Violated,4.0,No Feedback,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-1.5340166666666666,True,,-1.0,1440.0,1.0
In progress,2890,Low,Chat,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-17 07:17:22,2023-08-18 07:17:22,2023-08-17 07:19:22,2023-08-17 07:18:25.921,Within SLA,0,SLA Violated,9.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,-0.93465,True,,-1.0,1440.0,1.0
Closed,2891,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-17 14:57:40,2023-08-18 14:57:40,2023-08-17 14:59:40,2023-08-17 14:57:57.239,Within SLA,2023-08-18 10:18:11.139,Within SLA,6.0,Good,Training and Consulting Services,Tier 1,France,48.864716,2.349014,-1.7126833333333333,True,0.8,0.8,1440.0,1.0
Closed,2892,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-08-18 20:56:43,2023-08-20 20:56:43,2023-08-18 21:56:43,2023-08-18 21:22:49.975,Within SLA,2023-08-23 06:58:47.221,SLA Violated,1.0,Average,Ready to use Software,Tier 1,France,48.864716,2.349014,-33.88375,True,4.4,4.4,2880.0,2.0
Resolved,2893,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-18 02:50:04,2023-08-20 02:50:04,2023-08-18 03:50:04,2023-08-18 05:36:33.206,SLA Violated,2023-08-18 14:29:52.958,Within SLA,6.0,No Feedback,Custom software development,Tier 1,Greece,39.368279,21.863141,106.48676666666667,False,0.5,0.5,2880.0,2.0
Resolved,2894,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-18 22:39:00,2023-08-20 22:39:00,2023-08-18 23:39:00,2023-08-18 23:08:04.238,Within SLA,2023-08-19 00:54:55.013,Within SLA,1.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,-30.929366666666667,True,0.1,0.1,2880.0,2.0
Resolved,2896,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-18 20:57:09,2023-08-20 20:57:09,2023-08-18 21:57:09,2023-08-18 21:06:05.529,Within SLA,2023-08-19 16:28:03.542,Within SLA,1.0,No Feedback,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126,-51.05785,True,0.8,0.8,2880.0,2.0
Resolved,2897,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-18 23:15:59,2023-08-19 23:15:59,2023-08-18 23:17:59,2023-08-18 23:16:03.935,Within SLA,2023-08-19 14:45:30.993,Within SLA,5.0,No Feedback,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,-1.91775,True,0.6,0.6,1440.0,1.0
Closed,2899,Low,Email,Product setup,1st line support,Sheela Cutten,2023-08-18 18:46:47,2023-08-20 18:46:47,2023-08-18 19:46:47,2023-08-18 18:51:30.690,Within SLA,2023-08-19 01:51:24.053,Within SLA,5.0,Good,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-55.27183333333333,True,0.3,0.3,2880.0,2.0
Resolved,2900,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-19 15:51:41,2023-08-21 15:51:41,2023-08-19 16:51:41,2023-08-19 16:21:54.913,Within SLA,2023-08-21 13:15:50.871,Within SLA,10.0,No Feedback,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-29.768116666666668,True,1.9,1.9,2880.0,2.0
Closed,2901,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-19 10:37:55,2023-08-21 10:37:55,2023-08-19 11:37:55,2023-08-19 11:25:49.718,Within SLA,2023-08-19 15:35:02.923,Within SLA,6.0,Poor,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-12.088033333333334,True,0.2,0.2,2880.0,2.0
In progress,2912,Medium,Email,Other,1st line support,Nicola Wane,2023-08-20 00:54:54,2023-08-22 00:54:54,2023-08-20 01:54:54,2023-08-20 01:42:09.127,Within SLA,0,SLA Violated,1.0,No Feedback,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-12.747883333333334,True,,-1.0,2880.0,2.0
Closed,2913,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-21 02:02:11,2023-08-23 02:02:11,2023-08-21 03:02:11,2023-08-21 02:20:55.911,Within SLA,2023-08-25 09:02:52.518,SLA Violated,2.0,Poor,Other,Tier 1,Poland,52.536273,19.050639,-41.25148333333333,True,4.3,4.3,2880.0,2.0
Closed,2914,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-08-21 05:14:23,2023-08-22 05:14:23,2023-08-21 05:16:23,2023-08-21 05:14:31.233,Within SLA,2023-08-22 06:49:07.664,SLA Violated,4.0,Good,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141,-1.8627833333333332,True,1.1,1.1,1440.0,1.0
Resolved,2915,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 10:03:05,2023-08-23 10:03:05,2023-08-21 11:03:05,2023-08-21 10:29:22.010,Within SLA,2023-08-22 06:06:49.552,Within SLA,6.0,No Feedback,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126,-33.7165,True,0.8,0.8,2880.0,2.0
Closed,2916,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-08-21 03:51:19,2023-08-22 03:51:19,2023-08-21 03:53:19,2023-08-21 03:52:24.798,Within SLA,2023-08-21 09:38:24.102,Within SLA,5.0,Average,Custom software development,Tier 1,Spain,39.67337,-4.767726,-0.9033666666666667,True,0.2,0.2,1440.0,1.0
Open,2917,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 03:01:38,2023-08-23 03:01:38,2023-08-21 04:01:38,2023-08-21 05:01:38.000,SLA Violated,0,SLA Violated,5.544692737430168,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,60.0,False,,-1.0,2880.0,2.0
Closed,2920,High,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-21 02:49:00,2023-08-23 02:49:00,2023-08-21 03:49:00,2023-08-21 03:09:57.278,Within SLA,2023-08-21 05:07:32.784,Within SLA,6.0,Good,Custom software development,Tier 1,Spain,39.67337,-4.767726,-39.04536666666667,True,0.1,0.1,2880.0,2.0
In progress,2921,High,Email,Feature request,1st line support,Connor Danielovitch,2023-08-21 07:26:33,2023-08-23 07:26:33,2023-08-21 08:26:33,2023-08-21 07:55:48.047,Within SLA,0,SLA Violated,4.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-30.749216666666666,True,,-1.0,2880.0,2.0
In progress,2922,Medium,Chat,Training request,1st line support,Bernard Beckley,2023-08-21 07:51:18,2023-08-22 07:51:18,2023-08-21 07:53:18,2023-08-21 07:53:12.996,Within SLA,0,SLA Violated,2.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-0.08339999999999999,True,,-1.0,1440.0,1.0
Resolved,2923,High,Email,Other,1st line support,Kristos Westoll,2023-08-22 04:27:03,2023-08-24 04:27:03,2023-08-22 05:27:03,2023-08-22 05:06:17.036,Within SLA,2023-08-23 06:39:22.044,Within SLA,9.0,No Feedback,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,-20.766066666666667,True,1.1,1.1,2880.0,2.0
Resolved,2924,High,Email,Product setup,2nd line support,Michele Whyatt,2023-08-22 19:29:31,2023-08-24 19:29:31,2023-08-22 20:29:31,2023-08-22 19:56:24.455,Within SLA,2023-08-24 06:07:35.302,Within SLA,7.0,No Feedback,Other,Tier 2,Germany,51.165691,10.451526,-33.10908333333334,True,1.4,1.4,2880.0,2.0
Resolved,2926,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-08-22 13:47:01,2023-08-24 13:47:01,2023-08-22 14:47:01,2023-08-22 14:33:21.624,Within SLA,2023-08-23 00:31:15.670,Within SLA,1.0,No Feedback,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-13.656266666666665,True,0.4,0.4,2880.0,2.0
Closed,2927,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-08-22 15:20:45,2023-08-24 15:20:45,2023-08-22 16:20:45,2023-08-22 15:30:23.045,Within SLA,2023-08-27 01:55:43.816,SLA Violated,1.0,Excellent,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-50.365916666666664,True,4.4,4.4,2880.0,2.0
Resolved,2928,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-22 07:32:33,2023-08-24 07:32:33,2023-08-22 08:32:33,2023-08-22 08:04:05.201,Within SLA,2023-08-24 00:56:03.685,Within SLA,8.0,No Feedback,Other,Tier 1,Czech Republic,49.8037633,15.4749126,-28.463316666666667,True,1.7,1.7,2880.0,2.0
Closed,2929,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-22 02:24:14,2023-08-23 02:24:14,2023-08-22 02:26:14,2023-08-22 02:26:09.723,Within SLA,2023-08-22 22:18:07.157,Within SLA,5.0,Excellent,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726,-0.07128333333333334,True,0.8,0.8,1440.0,1.0
Closed,2930,Low,Chat,Bug report,1st line support,Sheela Cutten,2023-08-22 23:11:45,2023-08-23 23:11:45,2023-08-22 23:13:45,2023-08-22 23:11:46.372,Within SLA,2023-08-25 03:55:24.036,SLA Violated,60.0,Average,Custom software development,Tier 1,Poland,52.536273,19.050639,-1.9771333333333334,True,2.2,2.2,1440.0,1.0
Closed,2931,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-08-22 03:00:56,2023-08-23 03:00:56,2023-08-22 03:02:56,2023-08-22 03:02:12.281,Within SLA,2023-08-22 11:26:29.164,Within SLA,2.0,Excellent,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675,-0.72865,True,0.4,0.4,1440.0,1.0
Closed,2932,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-22 18:07:13,2023-08-24 18:07:13,2023-08-22 19:07:13,2023-08-22 18:10:58.901,Within SLA,2023-08-23 19:04:47.800,Within SLA,1.0,Good,Custom software development,Tier 1,Italy,43.036776,12.678565,-56.23498333333334,True,1.0,1.0,2880.0,2.0
Closed,2933,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-22 18:04:49,2023-08-24 18:04:49,2023-08-22 19:04:49,2023-08-22 18:10:14.812,Within SLA,2023-08-24 06:31:46.209,Within SLA,4.0,Average,Other,Tier 1,Slovenia,46.1491664,14.9860106,-54.5698,True,1.5,1.5,2880.0,2.0
Closed,2934,High,Phone,Bug report,1st line support,Bernard Beckley,2023-08-22 04:28:36,2023-08-24 04:28:36,2023-08-22 04:30:36,2023-08-22 04:31:48.820,SLA Violated,2023-08-22 19:31:05.826,Within SLA,2.0,Average,Ready to use Software,Tier 1,Germany,51.165691,10.451526,1.2136666666666664,False,0.6,0.6,2880.0,2.0
Resolved,2935,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-23 14:28:02,2023-08-24 14:28:02,2023-08-23 14:30:02,2023-08-23 14:28:31.888,Within SLA,2023-08-28 04:44:55.406,SLA Violated,8.0,No Feedback,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-1.5018666666666667,True,4.6,4.6,1440.0,1.0
Closed,2936,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-08-23 17:19:57,2023-08-25 17:19:57,2023-08-23 18:19:57,2023-08-23 18:17:05.638,Within SLA,2023-08-25 13:45:46.732,Within SLA,2.0,Average,Other,Tier 2,Greece,39.368279,21.863141,-2.8560333333333334,True,1.9,1.9,2880.0,2.0
Resolved,2937,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-23 12:29:57,2023-08-25 12:29:57,2023-08-23 13:29:57,2023-08-23 13:29:41.591,Within SLA,2023-08-24 00:34:09.625,Within SLA,9.0,No Feedback,Custom software development,Tier 1,Austria,47.6964719,13.3457347,-0.2568166666666667,True,0.5,0.5,2880.0,2.0
Resolved,2938,Low,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-08-23 09:04:37,2023-08-24 09:04:37,2023-08-23 09:06:37,2023-08-23 09:06:32.122,Within SLA,2023-08-24 04:20:45.001,Within SLA,5.0,No Feedback,Custom software development,Tier 2,Italy,43.036776,12.678565,-0.0813,True,0.8,0.8,1440.0,1.0
Resolved,2939,Low,Email,Feature request,1st line support,Kristos Westoll,2023-08-23 10:00:28,2023-08-25 10:00:28,2023-08-23 11:00:28,2023-08-23 10:31:49.240,Within SLA,2023-08-23 20:05:52.084,Within SLA,4.0,No Feedback,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-28.646,True,0.4,0.4,2880.0,2.0
In progress,2940,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-08-23 06:34:06,2023-08-24 06:34:06,2023-08-23 06:36:06,2023-08-23 06:34:34.165,Within SLA,0,SLA Violated,5.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-1.5305833333333332,True,,-1.0,1440.0,1.0
In progress,2941,Low,Email,Product setup,1st line support,Kristos Westoll,2023-08-23 02:51:32,2023-08-25 02:51:32,2023-08-23 03:51:32,2023-08-23 04:03:56.107,SLA Violated,0,SLA Violated,8.0,No Feedback,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141,12.401783333333332,False,,-1.0,2880.0,2.0
Resolved,2942,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-23 09:34:18,2023-08-25 09:34:18,2023-08-23 10:34:18,2023-08-23 09:35:52.744,Within SLA,2023-08-28 10:56:13.764,SLA Violated,1.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-58.42093333333333,True,5.1,5.1,2880.0,2.0
Closed,2943,Medium,Email,Training request,1st line support,Kristos Westoll,2023-08-23 00:12:56,2023-08-25 00:12:56,2023-08-23 01:12:56,2023-08-23 00:34:25.530,Within SLA,2023-08-26 18:56:39.254,SLA Violated,5.0,Very Poor,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675,-38.50783333333333,True,3.8,3.8,2880.0,2.0
Closed,2944,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-08-23 19:12:17,2023-08-24 19:12:17,2023-08-23 19:14:17,2023-08-23 19:14:10.796,Within SLA,2023-08-24 07:12:14.693,Within SLA,9.0,Very Poor,Custom software development,Tier 1,Italy,43.036776,12.678565,-0.10339999999999999,True,0.5,0.5,1440.0,1.0
Resolved,2945,High,Chat,Bug report,1st line support,Connor Danielovitch,2023-08-23 18:56:26,2023-08-24 18:56:26,2023-08-23 18:58:26,2023-08-23 18:57:38.832,Within SLA,2023-08-23 23:23:28.818,Within SLA,7.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-0.7861333333333334,True,0.2,0.2,1440.0,1.0
Closed,2946,Low,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-24 01:23:22,2023-08-26 01:23:22,2023-08-24 01:25:22,2023-08-24 01:23:47.419,Within SLA,2023-08-25 14:20:47.905,Within SLA,7.0,Good,Ready to use Software,Tier 2,Greece,39.368279,21.863141,-1.5763500000000001,True,1.5,1.5,2880.0,2.0
Closed,2947,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-24 17:27:43,2023-08-26 17:27:43,2023-08-24 18:27:43,2023-08-24 17:51:52.625,Within SLA,2023-08-26 03:40:21.543,Within SLA,3.0,Very Poor,Custom software development,Tier 1,Germany,51.165691,10.451526,-35.83958333333333,True,1.4,1.4,2880.0,2.0
Closed,2948,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-08-24 16:51:43,2023-08-25 16:51:43,2023-08-24 16:53:43,2023-08-24 16:52:03.431,Within SLA,2023-08-25 08:09:04.606,Within SLA,6.0,Very Poor,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675,-1.6594833333333334,True,0.6,0.6,1440.0,1.0
Resolved,2949,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-24 09:50:49,2023-08-25 09:50:49,2023-08-24 09:52:49,2023-08-24 09:53:13.349,SLA Violated,2023-08-25 17:01:38.404,SLA Violated,9.0,No Feedback,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106,0.40581666666666666,False,1.3,1.3,1440.0,1.0
Closed,2950,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-08-24 08:02:10,2023-08-25 08:02:10,2023-08-24 08:04:10,2023-08-24 08:03:47.429,Within SLA,2023-08-24 18:43:57.625,Within SLA,8.0,Poor,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,-0.37618333333333337,True,0.4,0.4,1440.0,1.0
Resolved,2951,High,Email,Product setup,1st line support,Nicola Wane,2023-08-24 18:11:52,2023-08-26 18:11:52,2023-08-24 19:11:52,2023-08-24 18:39:53.609,Within SLA,2023-08-28 03:52:44.597,SLA Violated,8.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-31.973183333333335,True,3.4,3.4,2880.0,2.0
Closed,2952,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-08-24 07:11:36,2023-08-26 07:11:36,2023-08-24 08:11:36,2023-08-24 07:58:24.755,Within SLA,2023-08-26 03:09:55.415,Within SLA,3.0,Good,Other,Tier 1,Slovenia,46.1491664,14.9860106,-13.187416666666667,True,1.8,1.8,2880.0,2.0
In progress,2953,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-08-24 06:44:24,2023-08-26 06:44:24,2023-08-24 06:46:24,2023-08-24 06:46:05.074,Within SLA,0,SLA Violated,3.0,No Feedback,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-0.3154333333333333,True,,-1.0,2880.0,2.0
Closed,2954,High,Email,Bug report,1st line support,Kristos Westoll,2023-08-24 00:09:49,2023-08-26 00:09:49,2023-08-24 01:09:49,2023-08-24 05:49:00.731,SLA Violated,2023-08-24 01:16:23.747,Within SLA,9.0,Poor,Ready to use Software,Tier 1,Germany,51.165691,10.451526,279.19551666666666,False,0.0,0.0,2880.0,2.0
Resolved,2955,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-24 04:59:59,2023-08-26 04:59:59,2023-08-24 05:59:59,2023-08-24 05:10:37.528,Within SLA,2023-08-25 10:26:23.620,Within SLA,9.0,No Feedback,Other,Tier 1,Czech Republic,49.8037633,15.4749126,-49.35786666666667,True,1.2,1.2,2880.0,2.0
Closed,2956,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-08-24 03:29:42,2023-08-25 03:29:42,2023-08-24 03:31:42,2023-08-24 08:07:33.060,SLA Violated,2023-08-24 20:36:36.778,Within SLA,2.0,Good,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039,275.851,False,0.7,0.7,1440.0,1.0
Closed,2957,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-08-25 18:54:17,2023-08-27 18:54:17,2023-08-25 19:54:17,2023-08-25 19:10:37.853,Within SLA,2023-08-27 00:36:22.619,Within SLA,1.0,Average,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126,-43.65245,True,1.2,1.2,2880.0,2.0
